account_id,station,basetemp,nac_pre,nac_post,savings,site_number,base_post,nahc_post,cvnac_post,r2_post,nreads_post,begdate_post,enddate_post,lthdd_post,sebs_post,sehpdd_post,trefh_post,hpdd_post,senac_post,senahc_post,base_pre,nahc_pre,cvnac_pre,r2_pre,nreads_pre,begdate_pre,enddate_pre,lthdd_pre,sebs_pre,sehpdd_pre,trefh_pre,hpdd_pre,senac_pre,senahc_pre,iou_id,retrofit_start_date,retrofit_end_date,zipcode,ca_climate_zone,station_id,station_number,isvalid,station_name
SGHDPS1526215611,VAN-NUYS,46,,,,14,207,,,0.678,19,25-Jun-12,23-Dec-13,,57,1.172924,46,7.013158,,,615,,,0.074,28,26-Feb-10,24-May-12,,114,11.55775,46,16.62396,,,SGHDPS1526215611,6/11/12,9/20/12,91423,9,VAN-NUYS_722886,722886,1,VAN-NUYS
SEHDPS1526388932,LOS-ANGELES-DOWNTOWN,46,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SEHDPS1526388932,8/9/11,9/17/11,91790,9,LOS-ANGELES-DOWNTOWN_722874,722874,1,LOS-ANGELES-DOWNTOWN
SEHDPS1526388512,VAN-NUYS,46,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SEHDPS1526388512,12/1/11,2/15/12,91321,9,VAN-NUYS_722886,722886,1,VAN-NUYS
9264652903,CAMP-PENDLETON,46,,,,17,455,,,0.39,10,8-Jun-12,11-Mar-13,,175,2.278397,46,5.149143,,,573,,,0.397,40,9-Feb-09,9-May-12,,75,2.42339,46,12.12257,,,1386,5/22/12,6/19/12,92128,10,CAMP-PENDLETON_722926,722926,1,CAMP-PENDLETON
5708455284,CAMP-PENDLETON,46,,,,18b,369,,,0.466,11,8-May-12,8-Mar-13,,88,1.194632,46,3.345191,,,524,,,0.379,15,8-Feb-11,6-Apr-12,,90,2.718487,46,7.664562,,,5708455284,4/26/12,6/1/12,92040,10,CAMP-PENDLETON_722926,722926,1,CAMP-PENDLETON
9069281964,SAN-DIEGO-MONTGOMER,46,,,,19b,336,,,0.224,11,7-May-12,7-Mar-13,,86,8.991616,46,14.50502,,,470,,,0.123,39,5-Feb-09,5-Apr-12,,53,46.3431,46,105.3734,,,9069281964,4/10/12,7/30/12,92115,7,SAN-DIEGO-MONTGOMER_722903,722903,1,SAN-DIEGO-MONTGOMER
E3RCZ8,LIVERMORE,46,,,,2,224,,,0.626,22,15-Jul-11,11-Apr-13,,43,0.144931,46,0.8388684,,,597,,,0.303,17,12-Feb-10,14-Jun-11,,135,0.4685734,46,1.195785,,,E3RCZ8,6/15/11,9/10/11,94526,12,LIVERMORE_724927,724927,1,LIVERMORE
9608731398,SAN-DIEGO-MONTGOMER,46,,,,20,315,,,0.535,10,23-May-12,22-Feb-13,,100,10.60058,46,32.15872,,,443,,,0.136,39,24-Feb-09,24-Apr-12,,49,43.95866,46,106.2304,,,1351,5/2/12,5/23/12,92117,7,SAN-DIEGO-MONTGOMER_722903,722903,1,SAN-DIEGO-MONTGOMER
NKP4ZU,CONCORD,46,,,,3,572,,,0.487,19,5-Oct-11,4-Apr-13,,82,0.2413226,46,0.9702429,,,678,,,0.5,32,4-Feb-09,6-Sep-11,,69,0.3901002,46,2.135129,,,NKP4ZU,10/1/11,11/21/11,94556,12,CONCORD_724936,724936,1,CONCORD
OVYM2X,OAKLAND,46,,,,4,453,,,0.29,19,21-Sep-11,21-Mar-13,,62,0.5681895,46,1.4962,,,575,,,0.387,32,21-Jan-09,22-Aug-11,,75,0.8661683,46,3.767323,,,OVYM2X,8/23/11,10/27/11,94619,3,OAKLAND_724930,724930,1,OAKLAND
4GY9LD,SAN-JOSE-INTL,46,,,,5,325,,,0.532,22,1-Jul-11,30-Mar-13,,64,0.6235185,46,2.972139,,,419,,,0.388,29,29-Jan-09,1-Jun-11,,51,0.7093021,46,2.932536,,,4GY9LD,6/16/11,9/9/11,94087,4,SAN-JOSE-INTL_724945,724945,1,SAN-JOSE-INTL
FBDDJ3,NAPA-CO,46,,,,6,339,,,0.719,15,30-Jan-12,31-Mar-13,,77,0.2119399,46,1.22241,,,384,,,0.613,36,29-Jan-09,29-Dec-11,,61,0.1686193,46,1.237908,,,FBDDJ3,1/17/12,2/15/12,94903,2,NAPA-CO_724955,724955,1,NAPA-CO
S812VL,SAN-JOSE-REID,46,,,,8,531,,,0.37,14,12-Feb-12,13-Mar-13,,128,6.696238,46,17.7831,,,665,,,0.166,37,12-Jan-09,11-Jan-12,,111,4.600073,46,12.14499,,,S812VL,1/21/12,3/16/12,95120,4,SAN-JOSE-REID_724946,724946,1,SAN-JOSE-REID
8WZD1Z,CONCORD,46,,,,9,398,,,0.534,21,2-Aug-11,1-Apr-13,,70,0.2055255,46,0.9583371,,,567,,,0.486,30,1-Feb-09,4-Jul-11,,85,0.4128975,46,2.12341,,,8WZD1Z,8/2/11,10/14/11,94597,12,CONCORD_724936,724936,1,CONCORD
9IC5HT,MARYSVILLE-BEALE-AFB,47,,,,1,663,,,0.664,21,17-Aug-11,17-Apr-13,,83,0.1404091,47,0.860824,,,651,,,0.711,30,17-Feb-09,19-Jul-11,,68,0.1740704,47,1.444855,,,9IC5HT,8/2/11,10/25/11,95765,11,MARYSVILLE-BEALE-AFB_724837,724837,1,MARYSVILLE-BEALE-AFB
SEHDPS1526388264,SANDBERG,47,,,,11b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SEHDPS1526388264,8/24/11,7/27/12,91016,9,SANDBERG_723830,723830,1,SANDBERG
SEHDPS1526388359,LOS-ANGELES-DOWNTOWN,47,,,,12b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SEHDPS1526388359,10/10/11,2/28/12,91724,9,LOS-ANGELES-DOWNTOWN_722874,722874,1,LOS-ANGELES-DOWNTOWN
SGHDPS1526331746,LOS-ANGELES-DOWNTOWN,47,,,,13,289,,,0,5,27-Aug-12,27-Dec-12,,139,0,47,0,,,474,,,0.024,30,2-Mar-10,27-Jul-12,,73,13.93304,47,-11.57462,,,SGHDPS1526331746,8/13/12,10/1/12,91107,9,LOS-ANGELES-DOWNTOWN_722874,722874,1,LOS-ANGELES-DOWNTOWN
SGHDPS1526215611,VAN-NUYS,47,,,,14,195,,,0.695,19,25-Jun-12,23-Dec-13,,56,0.7728679,47,4.812102,,,589,,,0.123,28,26-Feb-10,24-May-12,,113,5.998968,47,11.46371,,,SGHDPS1526215611,6/11/12,9/20/12,91423,9,VAN-NUYS_722886,722886,1,VAN-NUYS
SEHDPS1526388932,LOS-ANGELES-DOWNTOWN,47,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SEHDPS1526388932,8/9/11,9/17/11,91790,9,LOS-ANGELES-DOWNTOWN_722874,722874,1,LOS-ANGELES-DOWNTOWN
SEHDPS1526388512,VAN-NUYS,47,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SEHDPS1526388512,12/1/11,2/15/12,91321,9,VAN-NUYS_722886,722886,1,VAN-NUYS
9264652903,CAMP-PENDLETON,47,,,,17,392,,,0.542,10,8-Jun-12,11-Mar-13,,157,1.385205,47,4.264052,,,542,,,0.475,40,9-Feb-09,9-May-12,,71,1.413425,47,8.288598,,,1386,5/22/12,6/19/12,92128,10,CAMP-PENDLETON_722926,722926,1,CAMP-PENDLETON
5708455284,CAMP-PENDLETON,47,,,,18b,332,,,0.649,11,8-May-12,8-Mar-13,,73,0.6767673,47,2.762018,,,471,,,0.546,15,8-Feb-11,6-Apr-12,,81,1.579375,47,6.2475,,,5708455284,4/26/12,6/1/12,92040,10,CAMP-PENDLETON_722926,722926,1,CAMP-PENDLETON
9069281964,SAN-DIEGO-MONTGOMER,47,,,,19b,328,,,0.267,11,7-May-12,7-Mar-13,,84,3.378333,47,6.112376,,,470,,,0.123,39,5-Feb-09,5-Apr-12,,53,13.24093,47,30.10678,,,9069281964,4/10/12,7/30/12,92115,7,SAN-DIEGO-MONTGOMER_722903,722903,1,SAN-DIEGO-MONTGOMER
E3RCZ8,LIVERMORE,47,,,,2,216,,,0.658,22,15-Jul-11,11-Apr-13,,41,0.1095254,47,0.6800684,,,571,,,0.353,17,12-Feb-10,14-Jun-11,,133,0.3714426,47,1.062021,,,E3RCZ8,6/15/11,9/10/11,94526,12,LIVERMORE_724927,724927,1,LIVERMORE
9608731398,SAN-DIEGO-MONTGOMER,47,,,,20,315,,,0.535,10,23-May-12,22-Feb-13,,100,3.785922,47,11.48526,,,443,,,0.136,39,24-Feb-09,24-Apr-12,,49,12.55966,47,30.35163,,,1351,5/2/12,5/23/12,92117,7,SAN-DIEGO-MONTGOMER_722903,722903,1,SAN-DIEGO-MONTGOMER
NKP4ZU,CONCORD,47,,,,3,561,,,0.514,19,5-Oct-11,4-Apr-13,,81,0.1876332,47,0.7953558,,,659,,,0.551,32,4-Feb-09,6-Sep-11,,66,0.2890309,47,1.752481,,,NKP4ZU,10/1/11,11/21/11,94556,12,CONCORD_724936,724936,1,CONCORD
OVYM2X,OAKLAND,47,,,,4,443,,,0.335,19,21-Sep-11,21-Mar-13,,61,0.3719128,47,1.088282,,,559,,,0.434,32,21-Jan-09,22-Aug-11,,72,0.5867166,47,2.815737,,,OVYM2X,8/23/11,10/27/11,94619,3,OAKLAND_724930,724930,1,OAKLAND
4GY9LD,SAN-JOSE-INTL,47,,,,5,313,,,0.573,22,1-Jul-11,30-Mar-13,,62,0.4213641,47,2.181431,,,410,,,0.429,29,29-Jan-09,1-Jun-11,,50,0.4621697,47,2.079688,,,4GY9LD,6/16/11,9/9/11,94087,4,SAN-JOSE-INTL_724945,724945,1,SAN-JOSE-INTL
FBDDJ3,NAPA-CO,47,,,,6,320,,,0.748,15,30-Jan-12,31-Mar-13,,74,0.1580719,47,0.9831865,,,361,,,0.66,36,29-Jan-09,29-Dec-11,,58,0.1302225,47,1.057218,,,FBDDJ3,1/17/12,2/15/12,94903,2,NAPA-CO_724955,724955,1,NAPA-CO
S812VL,SAN-JOSE-REID,47,,,,8,487,,,0.502,14,12-Feb-12,13-Mar-13,,117,3.251086,47,11.30944,,,647,,,0.198,37,12-Jan-09,11-Jan-12,,110,2.60117,47,7.656603,,,S812VL,1/21/12,3/16/12,95120,4,SAN-JOSE-REID_724946,724946,1,SAN-JOSE-REID
8WZD1Z,CONCORD,47,,,,9,386,,,0.566,21,2-Aug-11,1-Apr-13,,68,0.1591317,47,0.7914332,,,545,,,0.534,30,1-Feb-09,4-Jul-11,,82,0.3088183,47,1.748363,,,8WZD1Z,8/2/11,10/14/11,94597,12,CONCORD_724936,724936,1,CONCORD
9IC5HT,MARYSVILLE-BEALE-AFB,48,,,,1,640,,,0.694,21,17-Aug-11,17-Apr-13,,81,0.1127465,48,0.739783,,,614,,,0.778,30,17-Feb-09,19-Jul-11,,61,0.1272894,48,1.262079,,,9IC5HT,8/2/11,10/25/11,95765,11,MARYSVILLE-BEALE-AFB_724837,724837,1,MARYSVILLE-BEALE-AFB
SEHDPS1526388264,SANDBERG,48,,,,11b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SEHDPS1526388264,8/24/11,7/27/12,91016,9,SANDBERG_723830,723830,1,SANDBERG
SEHDPS1526388359,LOS-ANGELES-DOWNTOWN,48,,,,12b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SEHDPS1526388359,10/10/11,2/28/12,91724,9,LOS-ANGELES-DOWNTOWN_722874,722874,1,LOS-ANGELES-DOWNTOWN
SGHDPS1526331746,LOS-ANGELES-DOWNTOWN,48,,,,13,289,,,0,5,27-Aug-12,27-Dec-12,,139,0,48,0,,,473,,,0.017,30,2-Mar-10,27-Jul-12,,74,9.737551,48,-6.707118,,,SGHDPS1526331746,8/13/12,10/1/12,91107,9,LOS-ANGELES-DOWNTOWN_722874,722874,1,LOS-ANGELES-DOWNTOWN
SGHDPS1526215611,VAN-NUYS,48,,,,14,185,,,0.713,19,25-Jun-12,23-Dec-13,,55,0.5255286,48,3.41811,,,567,,,0.165,28,26-Feb-10,24-May-12,,112,2.939727,48,6.657703,,,SGHDPS1526215611,6/11/12,9/20/12,91423,9,VAN-NUYS_722886,722886,1,VAN-NUYS
SEHDPS1526388932,LOS-ANGELES-DOWNTOWN,48,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SEHDPS1526388932,8/9/11,9/17/11,91790,9,LOS-ANGELES-DOWNTOWN_722874,722874,1,LOS-ANGELES-DOWNTOWN
SEHDPS1526388512,VAN-NUYS,48,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SEHDPS1526388512,12/1/11,2/15/12,91321,9,VAN-NUYS_722886,722886,1,VAN-NUYS
9264652903,CAMP-PENDLETON,48,,,,17,344,,,0.654,10,8-Jun-12,11-Mar-13,,139,0.8668179,48,3.373212,,,521,,,0.528,40,9-Feb-09,9-May-12,,68,0.8818281,48,5.748829,,,1386,5/22/12,6/19/12,92128,10,CAMP-PENDLETON_722926,722926,1,CAMP-PENDLETON
5708455284,CAMP-PENDLETON,48,,,,18b,306,,,0.777,11,8-May-12,8-Mar-13,,59,0.3870287,48,2.166443,,,446,,,0.62,15,8-Feb-11,6-Apr-12,,76,0.9819196,48,4.522865,,,5708455284,4/26/12,6/1/12,92040,10,CAMP-PENDLETON_722926,722926,1,CAMP-PENDLETON
9069281964,SAN-DIEGO-MONTGOMER,48,,,,19b,321,,,0.309,11,7-May-12,7-Mar-13,,82,2.031646,48,4.078674,,,470,,,0.123,39,5-Feb-09,5-Apr-12,,53,7.406947,48,16.87346,,,9069281964,4/10/12,7/30/12,92115,7,SAN-DIEGO-MONTGOMER_722903,722903,1,SAN-DIEGO-MONTGOMER
E3RCZ8,LIVERMORE,48,,,,2,206,,,0.694,22,15-Jul-11,11-Apr-13,,40,0.0837862,48,0.5649592,,,542,,,0.409,17,12-Feb-10,14-Jun-11,,129,0.2934388,48,0.9458651,,,E3RCZ8,6/15/11,9/10/11,94526,12,LIVERMORE_724927,724927,1,LIVERMORE
9608731398,SAN-DIEGO-MONTGOMER,48,,,,20,313,,,0.542,10,23-May-12,22-Feb-13,,99,2.193947,48,6.749983,,,443,,,0.143,39,24-Feb-09,24-Apr-12,,49,7.021355,48,17.4222,,,1351,5/2/12,5/23/12,92117,7,SAN-DIEGO-MONTGOMER_722903,722903,1,SAN-DIEGO-MONTGOMER
NKP4ZU,CONCORD,48,,,,3,546,,,0.545,19,5-Oct-11,4-Apr-13,,79,0.1457513,48,0.6582321,,,641,,,0.593,32,4-Feb-09,6-Sep-11,,64,0.218178,48,1.44136,,,NKP4ZU,10/1/11,11/21/11,94556,12,CONCORD_724936,724936,1,CONCORD
OVYM2X,OAKLAND,48,,,,4,432,,,0.381,19,21-Sep-11,21-Mar-13,,60,0.2533704,48,0.8197436,,,539,,,0.483,32,21-Jan-09,22-Aug-11,,70,0.4144391,48,2.194293,,,OVYM2X,8/23/11,10/27/11,94619,3,OAKLAND_724930,724930,1,OAKLAND
4GY9LD,SAN-JOSE-INTL,48,,,,5,297,,,0.628,22,1-Jul-11,30-Mar-13,,59,0.280645,48,1.631754,,,395,,,0.49,29,29-Jan-09,1-Jun-11,,48,0.3102228,48,1.581279,,,4GY9LD,6/16/11,9/9/11,94087,4,SAN-JOSE-INTL_724945,724945,1,SAN-JOSE-INTL
FBDDJ3,NAPA-CO,48,,,,6,297,,,0.788,15,30-Jan-12,31-Mar-13,,69,0.1166196,48,0.8102892,,,334,,,0.705,36,29-Jan-09,29-Dec-11,,55,0.1007986,48,0.9095767,,,FBDDJ3,1/17/12,2/15/12,94903,2,NAPA-CO_724955,724955,1,NAPA-CO
S812VL,SAN-JOSE-REID,48,,,,8,430,,,0.676,14,12-Feb-12,13-Mar-13,,97,1.531402,48,7.667854,,,622,,,0.252,37,12-Jan-09,11-Jan-12,,107,1.589115,48,5.45924,,,S812VL,1/21/12,3/16/12,95120,4,SAN-JOSE-REID_724946,724946,1,SAN-JOSE-REID
8WZD1Z,CONCORD,48,,,,9,372,,,0.603,21,2-Aug-11,1-Apr-13,,66,0.1230288,48,0.6614996,,,524,,,0.577,30,1-Feb-09,4-Jul-11,,79,0.2343998,48,1.449575,,,8WZD1Z,8/2/11,10/14/11,94597,12,CONCORD_724936,724936,1,CONCORD
9IC5HT,MARYSVILLE-BEALE-AFB,49,,,,1,616,,,0.722,21,17-Aug-11,17-Apr-13,,78,0.0915833,49,0.6440645,,,583,,,0.828,30,17-Feb-09,19-Jul-11,,55,0.0928627,49,1.0779,,,9IC5HT,8/2/11,10/25/11,95765,11,MARYSVILLE-BEALE-AFB_724837,724837,1,MARYSVILLE-BEALE-AFB
SEHDPS1526388264,SANDBERG,49,,,,11b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SEHDPS1526388264,8/24/11,7/27/12,91016,9,SANDBERG_723830,723830,1,SANDBERG
SEHDPS1526388359,LOS-ANGELES-DOWNTOWN,49,,,,12b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SEHDPS1526388359,10/10/11,2/28/12,91724,9,LOS-ANGELES-DOWNTOWN_722874,722874,1,LOS-ANGELES-DOWNTOWN
SGHDPS1526331746,LOS-ANGELES-DOWNTOWN,49,,,,13,289,,,0,5,27-Aug-12,27-Dec-12,,139,0,49,0,,,452,,,0.009,30,2-Mar-10,27-Jul-12,,76,6.595459,49,3.296396,,,SGHDPS1526331746,8/13/12,10/1/12,91107,9,LOS-ANGELES-DOWNTOWN_722874,722874,1,LOS-ANGELES-DOWNTOWN
SGHDPS1526215611,VAN-NUYS,49,,,,14,171,,,0.743,19,25-Jun-12,23-Dec-13,,53,0.3691164,49,2.584692,,,524,,,0.236,28,26-Feb-10,24-May-12,,111,1.594743,49,4.520834,,,SGHDPS1526215611,6/11/12,9/20/12,91423,9,VAN-NUYS_722886,722886,1,VAN-NUYS
SEHDPS1526388932,LOS-ANGELES-DOWNTOWN,49,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SEHDPS1526388932,8/9/11,9/17/11,91790,9,LOS-ANGELES-DOWNTOWN_722874,722874,1,LOS-ANGELES-DOWNTOWN
SEHDPS1526388512,VAN-NUYS,49,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SEHDPS1526388512,12/1/11,2/15/12,91321,9,VAN-NUYS_722886,722886,1,VAN-NUYS
9264652903,CAMP-PENDLETON,49,,,,17,312,,,0.729,10,8-Jun-12,11-Mar-13,,125,0.5618815,49,2.605205,,,496,,,0.586,40,9-Feb-09,9-May-12,,65,0.5432458,49,3.983534,,,1386,5/22/12,6/19/12,92128,10,CAMP-PENDLETON_722926,722926,1,CAMP-PENDLETON
5708455284,CAMP-PENDLETON,49,,,,18b,288,,,0.86,11,8-May-12,8-Mar-13,,48,0.2232045,49,1.662364,,,428,,,0.671,15,8-Feb-11,6-Apr-12,,72,0.5947749,49,3.063519,,,5708455284,4/26/12,6/1/12,92040,10,CAMP-PENDLETON_722926,722926,1,CAMP-PENDLETON
9069281964,SAN-DIEGO-MONTGOMER,49,,,,19b,305,,,0.396,11,7-May-12,7-Mar-13,,78,1.317914,49,3.201792,,,470,,,0.124,39,5-Feb-09,5-Apr-12,,53,4.122322,49,9.44077,,,9069281964,4/10/12,7/30/12,92115,7,SAN-DIEGO-MONTGOMER_722903,722903,1,SAN-DIEGO-MONTGOMER
E3RCZ8,LIVERMORE,49,,,,2,194,,,0.735,22,15-Jul-11,11-Apr-13,,37,0.0640194,49,0.4766113,,,507,,,0.467,17,12-Feb-10,14-Jun-11,,125,0.2345024,49,0.8504929,,,E3RCZ8,6/15/11,9/10/11,94526,12,LIVERMORE_724927,724927,1,LIVERMORE
9608731398,SAN-DIEGO-MONTGOMER,49,,,,20,293,,,0.631,10,23-May-12,22-Feb-13,,90,1.342988,49,4.965444,,,439,,,0.176,39,24-Feb-09,24-Apr-12,,48,3.915363,49,10.99715,,,1351,5/2/12,5/23/12,92117,7,SAN-DIEGO-MONTGOMER_722903,722903,1,SAN-DIEGO-MONTGOMER
NKP4ZU,CONCORD,49,,,,3,527,,,0.587,19,5-Oct-11,4-Apr-13,,77,0.1146287,49,0.5635048,,,624,,,0.627,32,4-Feb-09,6-Sep-11,,62,0.1663876,49,1.181574,,,NKP4ZU,10/1/11,11/21/11,94556,12,CONCORD_724936,724936,1,CONCORD
